2.0,3.9377486297545013e+43,3.7235637520662685e+43
2.98,3.605325192030273e+43,3.3997191582373483e+43
3.96,3.307210963049048e+43,3.1235990899339314e+43
4.9399999999999995,3.0397965560116383e+43,2.9061241423125066e+43
5.92,2.799852909587277e+43,2.653778639395393e+43
6.9,2.5844912071840057e+43,2.430117372803798e+43
7.88,2.391127020172659e+43,2.2937186738340497e+43
8.86,2.2174482269943057e+43,2.0750806534874552e+43
9.84,2.0613861976045822e+43,1.9355262618910973e+43
10.82,1.9210885938460443e+43,1.7981258370328243e+43
11.8,1.7948881147170208e+43,1.674343942513208e+43
12.78,1.6812598501065337e+43,1.5560678983167845e+43
13.76,1.5787723148152256e+43,1.4476401777054342e+43
14.74,1.4860540581498949e+43,1.3290346710365288e+43
15.72,1.4017942255724341e+43,1.2661383241876085e+43
16.7,1.3247735110820401e+43,1.181144090723859e+43
17.68,1.2539050958018928e+43,1.1055256925605452e+43
18.66,1.1882651088672234e+43,1.0462015488189608e+43
19.64,1.1271026033352138e+43,9.752715629522695e+42
20.62,1.0698297373172938e+43,9.238095407903544e+42
21.6,1.0159986879813752e+43,8.623190037989209e+42
22.58,9.652728710138365e+42,8.166679424406658e+42
23.56,9.173983914246734e+42,7.705399419743511e+42
24.54,8.721792479406186e+42,7.194368663596833e+42
25.52,8.294577357415758e+42,6.936106038740953e+42
26.5,7.891001007339006e+42,6.592661989659892e+42
27.48,7.509867546873152e+42,6.210729678127865e+42
28.46,7.150060828240793e+42,5.963312769766176e+42
29.44,6.810508759181636e+42,5.693977737581373e+42
30.42,6.490165549067936e+42,5.279161129567957e+42
31.4,6.188005365886203e+42,5.129257795639377e+42
32.379999999999995,5.903022646016456e+42,4.829023700962929e+42
33.36,5.634235784220531e+42,4.61644539455964e+42
34.339999999999996,5.38069208483879e+42,4.3853917911447925e+42
35.32,5.141472696753409e+42,4.29163487891854e+42
36.3,4.915696837085365e+42,4.0565611663773507e+42
37.28,4.7025249916141644e+42,3.874150541183375e+42
38.26,4.5011610178224407e+42,3.7261041554983637e+42
39.24,4.310853213528868e+42,3.52901297031818e+42
40.22,4.1308944840093596e+42,3.445053755164469e+42
41.2,3.9606217677860304e+42,3.2871925744990104e+42
42.18,3.7994148829354294e+42,3.13277448424404e+42
43.16,3.646694943279265e+42,2.988091393679539e+42
44.14,3.5019224745714735e+42,2.8353373188466794e+42
45.12,3.364595339358557e+42,2.8258126647344793e+42
46.1,3.2342465582302774e+42,2.6276588220451733e+42
47.08,3.110442096110558e+42,2.6728830955158554e+42
48.06,2.992778665690191e+42,2.544259206917816e+42
49.04,2.880881586224056e+42,2.4227838968003827e+42
50.02,2.774402724586375e+42,2.308193902332657e+42
51.0,2.6730185364414184e+42,2.2347648555210302e+42
51.98,2.5764282183316777e+42,2.103246582187657e+42
52.96,2.4843519760921338e+42,2.1152122878682653e+42
53.94,2.396529410968414e+42,1.967779544743814e+42
54.92,2.3127180218823103e+42,1.959128256474907e+42
55.9,2.2326918202211028e+42,1.824170406577884e+42
56.88,2.1562400521356255e+42,1.857746399026861e+42
57.86,2.0831660224584956e+42,1.8057509285577695e+42
58.84,2.0132860138708604e+42,1.7188267964335554e+42
59.82,1.9464282947522583e+42,1.6126732163588403e+42
60.8,1.882432209163589e+42,1.5809083881627013e+42
61.78,1.8211473425760394e+42,1.5251575988085916e+42
62.76,1.7624327572212487e+42,1.473500435226863e+42
63.74,1.7061562912640587e+42,1.462783587776509e+42
64.72,1.6521939163618683e+42,1.3343260052743821e+42
65.69999999999999,1.6004291485539595e+42,1.4019499415211856e+42
66.67999999999999,1.5507525078060234e+42,1.2785444258580548e+42
67.66,1.5030610219092952e+42,1.282418063471789e+42
68.64,1.457257770793483e+42,1.1828925372788179e+42
69.62,1.4132514676536538e+42,1.1803520936079738e+42
70.6,1.370956073610841e+42,1.1301390987046574e+42
71.58,1.3302904429231524e+42,1.1359132153739014e+42
72.56,1.2911779960382595e+42,1.0946671194168833e+42
73.53999999999999,1.2535464180298042e+42,1.0493921157002006e+42
74.52,1.2173273801901594e+42,1.05187049297632e+42
75.5,1.1824562827614651e+42,9.986303042352732e+41
76.48,1.1488720169769529e+42,1.0170875713264896e+42
77.46,1.1165167447569402e+42,9.657554737093119e+41
78.44,1.0853356945596766e+42,9.818419607153894e+41
79.42,1.0552769720280287e+42,9.393124435672689e+41
80.4,1.0262913841999717e+42,9.178337538813111e+41
81.38,9.98332276165436e+41,8.247731316084387e+41
82.36,9.713553791552355e+41,8.650287487985803e+41
83.34,9.453186691408887e+41,8.510380715016763e+41
84.32,9.201822351078965e+41,7.746683078802424e+41
85.3,8.959081562406291e+41,7.94176063734309e+41
86.28,8.724603873250525e+41,7.470955240234771e+41
87.26,8.498046517369138e+41,7.385475879952062e+41
88.24,8.279083414384476e+41,7.474435753861898e+41
89.22,8.067404234566687e+41,7.049814518530924e+41
90.2,7.862713523615248e+41,6.941948334472302e+41
91.17999999999999,7.66472988303052e+41,6.775497568443182e+41
92.16,7.4731852020366e+41,6.58364865793811e+41
93.14,7.287823937351864e+41,6.73680139337262e+41
94.12,7.108402437407114e+41,6.3956411735179985e+41
95.1,6.9346883078871645e+41,6.215975054123482e+41
96.08,6.766459815721869e+41,5.8031754656055775e+41
97.06,6.603505328880497e+41,5.713830679397724e+41
98.04,6.4456227895304756e+41,5.8972920863047006e+41
99.02,6.292619218310594e+41,5.544271961732534e+41
